Sample_ID;Temperature;pH;Salinity;Turbidity;Dissolved_Oxygen;Nitrate;Chlorophyll_a;nutrient_index;pH_deviation;Rainfall_last_7_days_mm;Distance_to_pollution_source_km;Water_depth_m;Current_velocity_m_s;Phosphate_concentration_mg_L;BOD_mg_L;Distance_to_coast_km;Seagrass_or_algae_cover;is_safe
WQ01219;16.52;6.89;34.75;39.95;12.59;3.48;19;66.12;0.11;32.791;22.344;174.59;0.515;0.4932;2.1;88.739;High;1
WQ01220;16.83;6.84;37.57;15.01;1.22;24.88;86.69;2156.8472;0.16;114.104;3.749;61.83;0.253;0.382;2.565;11.34;Low;0
WQ01221;29.09;7.76;39.11;42.5;10.95;6.28;33.31;209.1868;0.76;18.127;20.371;150.656;0.611;0.0068;6.704;43.824;Medium;1
WQ01222;10.03;8.66;32.67;33.32;4;24.24;81.46;1974.5904;1.66;51.88;38.36;170.518;1.358;0.1157;8.916;7.708;High;0
WQ01223;14.4;6.77;32.32;35.84;6.92;8;38.46;307.68;0.23;113.234;45.801;136.309;0.344;0.3367;4.157;54.575;Medium;0
WQ01224;30.96;7.12;39.56;43.6;2.32;22.83;100;2283;0.12;50.367;20.968;;1.03;0.2023;1.658;53.023;Medium;0
WQ01225;28.61;7.24;30.4;21.47;14.8;4.04;10;40.4;0.24;76.623;21.467;190.859;0.221;0.4168;0.622;92.226;High;1
WQ01226;10.27;7.26;30.62;26.33;13.9;0.63;14.6;9.198;0.26;47.711;35.28;91.262;0.537;0.2549;4.356;96.973;Medium;1
WQ01227;17.3;8.61;36.43;27.33;1.91;19.53;71.82;1402.6446;1.61;;47.167;27.702;0.489;0.3286;2.709;26.038;High;0
WQ01228;17.86;8.75;32.12;26.79;13.89;1.65;16.66;27.489;1.75;118.077;13.72;23.736;1.406;0.3005;3.564;58.273;Low;1
WQ01229;;8.57;32.44;25.13;1.95;-20.71;96.35;1995.4085;1.57;49.12;22.287;;0.648;0.3209;2.796;46.498;High;0
WQ01230;13.26;8.46;34.04;32.17;3.34;14.37;59.44;854.1528;1.46;107.292;39.901;88.667;1.039;0.1189;6.809;54.719;Low;0
WQ01231;10.25;7.24;39.57;24.37;2;22.6;82.07;1854.782;0.24;27.595;30.68;20.708;0.908;0.1898;6.566;53.22;Medium;0
WQ01232;23.15;6.89;38.26;35.1;4.04;13.57;71.02;963.7414;0.11;25.573;5.974;148.592;0.22;0.0301;9.167;91.421;Medium;0
WQ01233;28.03;6.6;37.36;26.68;1.38;-23.89;83.66;1998.6374;0.4;3.736;31.573;160.266;1.41;0.2959;7.148;89.623;Low;0
WQ01234;21.01;8.15;37.14;46.15;1.06;23.75;87.7;2082.875;1.15;78.2;9.744;145.632;0.525;0.2323;2.067;12.361;High;0
WQ01235;17.72;8.08;34.64;37.73;11.56;0.22;11.8;2.596;1.08;44.223;25.756;42.048;0.077;0.3816;7.64;34.577;Low;1
WQ01236;30.44;7.24;33.43;14.96;7.47;-8.76;40.95;358.722;0.24;103.723;26.691;138.576;0.458;0.1072;2.222;75.302;Medium;0
WQ01237;23.08;6.83;33.98;23.95;4.13;14.54;71.9;1045.426;0.17;56.785;43.872;4.123;0.51;0.2212;5.807;68.43;Low;0
WQ01238;26.68;7.78;31.18;30.98;0.76;19.58;76.77;1503.1566;0.78;116.183;23.393;62.412;0.148;0.0945;1.232;63.156;Low;0
WQ01239;25.2;6.65;38.92;21.22;3.31;18.25;65.37;1193.0025;0.35;22.263;14.332;80.967;0.934;0.3089;0.95;99.382;Low;0
WQ01240;20.07;7.9;38.23;26.36;4.4;17.7;64.81;1147.137;0.9;104.235;11.933;167.379;0.527;0.4248;4.91;33.76;Medium;0
WQ01241;28.41;8.69;32.98;27;0.36;20.28;88.43;1793.3604;1.69;93.192;43.775;79.298;0.947;0.3839;1.497;51.573;High;0
WQ01242;12.24;8.1;36.32;8.05;1.42;19.01;80.97;1539.2397;1.1;92.511;8.965;4.231;0.02;0.4724;3.413;97.917;High;0
WQ01243;;7.87;30.11;44.05;9.52;6.88;24.22;166.6336;0.87;101.374;21.58;71.765;1.473;0.486;3.719;69.586;Medium;1
WQ01244;22.45;7.49;37.67;1.23;2.47;18.8;84.09;1580.892;0.49;91.323;9.765;100.787;0.264;0.3872;7.81;64.903;Medium;0
WQ01245;23.82;7.48;37.89;5.71;5.12;11.93;65.69;783.6817;0.48;75.146;38.779;189.903;0.992;0.147;3.66;15.559;Low;0
WQ01246;18.45;7.86;37.83;32.06;0;21.03;95.96;2018.0388;0.86;15.749;23.981;188.325;1.077;0.1135;5.196;24.741;High;0
WQ01247;27.06;8.5;30.03;9.23;1.87;18.23;86.28;1572.8844;1.5;3.903;17.882;37.813;0.266;0.2265;7.84;37.81;High;0
WQ01248;10.67;7.65;36.01;23.72;3.11;21.61;92.16;1991.5776;0.65;110.502;18.374;38.659;0.176;0.497;2.447;46.538;High;0
WQ01249;13.72;7.18;30.2;23.91;14.8;2.99;21.42;64.0458;0.18;73.998;42.685;34.35;0.237;0.2093;8.147;49.771;Medium;1
WQ01250;25.33;6.69;30.48;35.14;1.55;22.38;88.05;1970.559;0.31;95.584;27.912;158.207;0.378;0.1035;8.402;90.224;High;0
WQ01251;12.6;7.91;36.96;15.09;3.3;20.11;99.54;2001.7494;0.91;57.783;36.034;3.192;0.261;0.4724;9.894;10.81;Low;0
WQ01252;18.92;8.17;36.15;24.65;1.23;;90.43;1718.17;1.17;14.077;44.903;;1.014;0.196;4.718;24.91;High;0
WQ01253;31.78;7.24;38.1;13.1;13.18;1.06;15.75;16.695;0.24;15.022;45.136;108.516;0.637;0.347;4.021;14.449;High;1
WQ01254;12.93;6.97;37.67;15.12;10.15;3.43;10;34.3;0.03;82.268;16.761;51.017;0.811;0.3951;7.169;73.558;Low;1
WQ01255;18.86;8.62;30.49;49.55;10.81;-1.23;21.08;25.9284;1.62;51.637;47.646;20.287;0.081;0.4224;1.052;97.061;Low;1
WQ01256;12.89;8.53;38.29;32.78;13.43;3.73;30.28;112.9444;1.53;24.063;1.731;73.256;1.293;0.4115;0.878;89.407;Medium;1
WQ01257;26.64;8.29;34.78;21.78;9.09;7.22;27.15;196.023;1.29;58.991;19.153;56.293;0.264;0.4189;3.682;72.358;Medium;1
WQ01258;31.09;6.55;37.39;47.96;14.88;0.96;10.21;9.8016;0.45;7.705;44.842;103.199;0.547;0.3355;7.43;2.25;Low;1
WQ01259;18.62;7.23;38.84;25.82;14.55;0.92;10;9.2;0.23;69.837;14.095;195.888;0.117;0.2049;1.606;34.768;High;1
WQ01260;28.86;8.69;38.54;41.05;0.88;21.1;88.37;1864.607;1.69;32.279;14.018;26.612;0.214;0.3353;6.538;86.375;High;0
WQ01261;24.41;7.52;39.71;48.42;16.12;1.8;18.31;32.958;0.52;95.707;15.48;75.8;1.002;0.4192;3.06;65.342;Low;1
WQ01262;15.95;7.6;30.6;35.01;2;24.09;75.98;1830.3582;0.6;37.243;30.81;186.533;1.042;0.1786;6.691;21.039;Medium;0
WQ01263;;10.85551698;34.84;20.82;9.72;3.89;24.54;95.4606;1.66;54.626;22.197;175.621;1.019;0.1518;4.841;46.702;Low;1
WQ01264;29.46;7.36;39.17;49.33;13.42;2.28;10;22.8;0.36;1.394;36.473;80.066;0.833;0.1751;1.594;8.883;High;1
WQ01265;27.78;8.27;38.13;23.28;0.91;22.82;83.05;1895.201;1.27;8.694;44.798;140.393;1.429;0.2779;2.849;52.128;High;0
WQ01266;14.9;8.43;37.14;33.33;2.94;19.64;80.55;1582.002;1.43;47.099;33.873;19.396;0.766;0.031;2.587;90.113;Medium;0
WQ01267;25.95;7.82;36.67;38.96;14.14;1.93;17.87;34.4891;0.82;57.593;10.621;143.083;0.68;0.3906;2.064;3.968;Medium;1
WQ01268;28.3;8.01;32.51;26.82;4.28;15.82;60.69;960.1158;1.01;72.002;46.668;;0.379;0.0737;4.949;61.428;Medium;0
WQ01269;18.87;7.43;33.19;40.01;0.51;;83.04;1760.448;0.43;35;13.592;108.423;0.157;0.0708;9.569;23.387;Low;0
WQ01270;15.98;5.900850209;32.64;46.98;10.9;3.54;25.9;91.686;1.09;83.398;7.92;100.701;0.827;0.1028;6.752;99.039;Medium;1
WQ01271;30.39;8.11;34.14;30.12;11.91;1.46;22.76;33.2296;1.11;103.215;4.953;39.089;0.479;0.2906;8.442;6.604;Low;1
WQ01272;27.22;6.86;34.19;21.24;8.06;3.36;38.16;128.2176;0.14;93.582;28.387;127.49;0.791;0.1464;9.82;61.767;Low;1
WQ01273;23.33;7.97;32.28;47.42;2.21;19.45;100;1945;0.97;4.754;6.131;118.907;0.317;0.1872;5.636;25.711;Low;0
WQ01274;29.92;7.27;30.79;32.99;3.95;17.73;73.12;1296.4176;0.27;57.661;7.369;131.083;1.259;0.4662;2.762;88.258;Medium;0
WQ01275;17.69;6.9;34.64;5.95;13.65;0.94;21.34;20.0596;0.1;12.592;15.352;7.164;1.5;0.4244;9.314;12.281;Low;1
WQ01276;23.27;8.699850165;39.1;43.58;11.63;0.86;19.72;16.9592;0.22;29.045;14.442;110.647;0.49;0.4268;7.14;42.982;Medium;1
WQ01277;25.37467063;8.76;33.57;16.84;3.45;13.05;64.68;844.074;1.76;118.4;30.41;119.797;1.265;0.2909;9.61;18.618;Low;0
WQ01278;10.21;7.24;39.72;44.16;0;22.51;74.38;1674.2938;0.24;17.099;40.929;43.091;1.311;0.4339;6.685;79.964;Low;0
WQ01279;12.44;7.99;36.19;12.33;2.2;19.4;86.06;1669.564;0.99;59.867;38.187;43.25;1.494;0.3904;7.864;35.209;Medium;0
WQ01280;20.98;7.92;37.76;47.18;14.81;2.99;13.44;40.1856;0.92;74.179;13.493;56.691;0.521;0.4769;8.961;18.753;Low;1
WQ01281;23.12;8.49;34.27;29.99;10.27;8.28;37.92;313.9776;1.49;84.296;12.643;142.921;1.137;0.0369;7.713;72.618;High;1
WQ01282;22.62;6.68;37.25;24.17;2.28;18.8;78.16;1469.408;0.32;67.158;48.307;122.041;0.351;0.0192;5.845;81.74;Low;0
WQ01283;24.79;7.54;37.96;32.17;11.03;0.46;10;4.6;0.54;1.173;0.908;169.461;0.941;0.0916;4.983;46.293;Medium;1
WQ01284;13.55;6.55;32.19;29.7;6.23;12.21;44.55;543.9555;0.45;39.175;44.046;60.54;1.06;0.4649;8.322;37.947;High;1
WQ01285;26.86;7.65;33.1;40.69;15.25;3;10;30;0.65;62.125;10.387;182.589;1.114;0.3048;7.834;63.251;Medium;1
WQ01286;28.71;7.09;36.01;24.28;14.56;1.95;17.86;34.827;0.09;10.544;47.391;149.254;0.319;0.2159;3.981;65.175;Low;1
WQ01287;25.6;6.96;32.11;34.57;8.99;4.56;37.6;171.456;0.04;42.075;17.444;;1.275;0.2588;5.234;66.108;Medium;1
WQ01288;22.07;8.32;34.59;0.74;10.82;4.63;17.02;78.8026;1.32;3.984;22.297;;0.637;0.4157;6.532;27.648;Low;1
WQ01289;;6.59;31.74;38.97;0.65;;83.28;1821.3336;0.41;;35.502;52.883;0.332;0.4649;0.77;94.136;High;0
WQ01290;16.25;8.69;36.67;16.07;14.83;3.09;28.34;87.5706;1.69;47.631;29.59;191.44;0.818;0.3662;2.852;21.423;Medium;1
WQ01291;13.36;7.01;38.54;3.21;5.16;13.76;65.69;903.8944;0.01;15.926;16.238;63.452;1.296;0.3811;2.877;37.478;High;0
WQ01292;20.12;6.53;33.48;4.65;0.42;19.92;95;1892.4;0.47;;27.915;67.32;1.451;0.1636;8.891;28.441;High;0
WQ01293;27.7;7.92;35.8;45.79;8.59;4.58;23;105.34;0.92;82.736;36.67;39.539;1.125;0.2362;3.649;93.119;Low;1
WQ01294;19.29;8.42;30.35;39.01;8.09;10.52;40.9;430.268;1.42;96.07;2.596;;0.018;0.4432;5.679;82.854;Medium;0
WQ01295;29.26;6.82;33.99;14.52;8.12;3.45;23.71;81.7995;0.18;24.018;1.054;56.578;0.211;0.394;8.4;81.146;Medium;1
WQ01296;28.69;6.94;32.59;38.95;0.99;19.37;89.56;1734.7772;0.06;20.098;23.174;67.391;0.124;0.3437;2.967;0.571;Medium;0
WQ01297;;8.17;35.35;45.23;10.24;-0.68;10;6.8;1.17;12.548;7.026;84.041;0.161;0.0373;1.676;68.621;High;1
WQ01298;31.81;7.43;36.55;15.88;1.36;21.41;95.38;2042.0858;0.43;76.372;33.385;87.878;0.581;0.0246;9.509;23.104;Low;0
WQ01299;19.29;7.82;35.02;37.03;7.46;9.39;47.18;443.0202;0.82;84.777;11.096;83.445;0.514;0.0696;7.194;96.778;High;0
WQ01300;29.57;7.51;30.75;47.36;13.87;2.85;16.95;48.3075;0.51;;21.926;101.741;0.179;0.2928;2.182;53.122;Medium;1
WQ01301;20.3;7.04;33.34;42.43;8.84;5.93;14.29;84.7397;0.04;112.345;10.285;163.274;1.325;0.2705;8.287;56.514;Low;1
WQ01302;;6.75;31.73;40.67;8.56;4.32;32.18;139.0176;0.25;6.237;27.65;164.218;0.927;0.4716;7.978;35.713;Low;1
WQ01303;11.28;6.69;36.92;38.96;3.45;22.72;85.94;1952.5568;0.31;;6.245;160.066;1.197;0.3489;8.457;53.719;Low;0
WQ01304;20.17;8.14;37.36;7.34;11.72;6.13;24.71;151.4723;1.14;85.087;1.644;22.023;0.564;0.1505;3.124;74.999;Low;1
WQ01305;10.25;8.31;34.05;40.83;0.94;21.44;71.96;1542.8224;1.31;;3.031;160.336;0.621;0.0849;4.762;56.236;Low;0
WQ01306;11.62;7.54;36.89;48.85;0.81;23.27;98.37;2289.0699;0.54;85.69;47.736;25.81;0.483;0.4255;7.09;64.162;Medium;0
WQ01307;17.88;8.42;37.67;7.79;4.63;15.96;65.74;1049.2104;1.42;;7.543;26.695;0.663;0.2325;4.211;47.3;Medium;0
WQ01308;14.83;7.09;35.65;25.45;11;0.55;20.07;11.0385;0.09;40.734;35.57;189.677;0.919;0.3285;1.165;71.668;Medium;1
WQ01309;24.75;6.67;36.07;1.1;10.53;6.19;32.42;200.6798;0.33;97.779;3.862;164.241;0.745;0.2847;1.796;89.966;Medium;1
WQ01310;15.19;6.69;39.92;29.26;1.67;20.4;86.33;1761.132;0.31;9.614;5.854;111.377;1.258;0.0582;6.173;5.2;High;0
WQ01311;17.44;7.23;37.72;39.23;2.36;;82.68;2067;0.23;107.378;25.689;175.244;1.351;0.0332;4.064;10.819;Low;0
WQ01312;;8;32.04;34.73;12.04;0;23.1;0;1;65.711;23.511;197.894;0.71;0.1916;0.551;68.592;Low;1
WQ01313;25.3;8.17;39.93;34.82;13;;26.79;59.2059;1.17;98.076;47.603;122.907;0.367;0.184;7.785;37.833;Medium;1
WQ01314;19.28;7.79;32.28;20.9;9.04;6.03;31.97;192.7791;0.79;54.278;47.269;123.354;1.418;0.3385;4.459;28.234;Medium;1
WQ01315;16.73;6.51;33.54;20.54;2.43;23.92;92.19;2205.1848;0.49;77.229;39.091;151.377;1.105;0.3179;3.481;17.941;Low;0
WQ01316;31.52;8.61;38.49;19.47;10.56;2.22;24.39;54.1458;1.61;63.168;30.304;47.964;0.964;0.4846;7.278;57.306;High;1
WQ01317;17.35;6.75;32.39;47.49;11.82;0;10;0;0.25;;23.021;35.091;1.121;0.4298;4.824;34.818;High;1
WQ01318;20.28;8.78;38.7;1.32;2.94;21.58;83.66;1805.3828;1.78;9.796;18.131;152.397;0.123;0.2508;7.101;50.845;Low;0
WQ01319;20.61;7.49;30.34;34.99;0.4;23.57;77.74;1832.3318;0.49;7.242;47.381;70.291;0.111;0.2525;0.625;95.86;Medium;0
WQ01320;28.84;7.23;31.26;15.91;0;24.26;81.48;1976.7048;0.23;29.652;30.344;28.744;0.238;0.3387;0.589;75.851;Low;0
WQ01321;11.22;6.79;34.99;17.18;11.05;0.56;20.25;11.34;0.21;19.145;29.164;64.346;0.23;0.0615;5.819;79.615;Medium;1
WQ01322;13.14;7.35;38.36;23.63;10.6;1.45;12.46;18.067;0.35;104.614;11.979;73.01;0.637;0.4999;9.831;12.507;Low;1
WQ01323;15.55;8.42;37.14;36.89;0.06;22.53;82.81;1865.7093;1.42;26.306;2.812;193.115;0.245;0.2618;3.087;32.566;Low;0
WQ01324;31.86;7.5;33.12;10.46;12.54;3.79;29.84;113.0936;0.5;117.104;47.287;;1.283;0.4554;6.987;10.713;Medium;1
WQ01325;28.29;6.58;33.56;1.16;3.96;16.91;76.63;1295.8133;0.42;40.427;16.03;107.11;0.871;0.4838;2.136;96.855;Low;0
WQ01326;18.01;6.8;34.57;13.95;12.3;0.7;16.14;11.298;0.2;21.854;22.408;193.837;0.559;0.2929;3.46;68.251;Low;1
WQ01327;11.73;7.71;34.03;29.65;9.94;1.75;13.7;23.975;0.71;94.764;6.175;180.822;0.114;0.0562;1.242;2.021;High;1
WQ01328;27.68;8.26;34.05;19.78;0;18.79;100;1879;1.26;79.045;41.928;103.376;0.891;0.2888;8.868;47.603;High;0
WQ01329;;6.69;39.41;19.92;3.72;17.05;74.26;1266.133;0.31;59.783;1.868;181.325;0.184;0.3008;3.449;26.426;Medium;0
WQ01330;31.99;7.86;38.45;14.75;0.82;20.11;100;2011;0.86;;41.783;82.052;1.117;0.3957;2.689;54.042;Low;0
WQ01331;26.84;8.38;31.25;48.85;15.22;2.54;12.01;30.5054;1.38;86.304;7.444;47.623;1.206;0.0289;7.441;17.948;High;1
WQ01332;30.68;8.37;31.03;22.29;2.91;19.37;84.22;1631.3414;1.37;27.415;44.385;48.07;0.821;0.2358;2.395;5.78;Medium;0
WQ01333;19.56;7.79;37.62;28.15;7.15;11.15;45.24;504.426;0.79;119.56;36.624;133.138;0.233;0.4618;2.783;32.385;High;0
WQ01334;30.18;7.29;32.46;12.65;2.79;19.5;98.72;1925.04;0.29;116.975;8.651;101.212;1.182;0.4957;1.484;29.621;High;0
WQ01335;21.65;6.98;35.94;5.57;8.23;9.67;49.92;482.7264;0.02;78.039;28.508;132.472;0.469;0.0997;9.647;71.725;Low;0
WQ01336;14.77;7.18;32.88;48.81;14.03;1.72;15.9;27.348;0.18;23.945;15.976;137.843;0.342;0.4359;2.853;47.507;High;1
WQ01337;30.23;6.8;33.6;31.79;0.43;19.96;93.26;1861.4696;0.2;81.627;9.323;6.42;0.711;0.0774;9.959;29.204;High;0
WQ01338;17.07;8.3;35.43;3.36;1.45;23.15;80;1852;1.3;;43.03;12.7;1.385;0.4214;2.173;57.086;Low;0
WQ01339;18.6;8.2;36.01;33.75;11.71;;28.8;24.192;1.2;3.678;20.474;107.47;0.453;0.1423;0.696;7.225;Medium;1
WQ01340;29.31;7.46;34.95;16.5;2.66;13.79;66.36;915.1044;0.46;30.922;20.228;39.825;1.359;0.48;9.009;66.269;Low;0
WQ01341;-4.84695904;6.5;39.33;12.13;6.86;9.83;39.16;384.9428;0.5;55.515;8.909;127.242;0.09;0.3493;6.01;14.814;Low;1
WQ01342;13.12;7.32;36.98;43.71;2.92;14.91;59.81;891.7671;0.32;104.193;19.462;111.333;0.134;0.2026;3.838;28.042;Medium;0
WQ01343;22.3;8.03;30.62;43.62;10.89;0;20.91;0;1.03;87.26;43.645;117.981;1.051;0.1441;5.377;28.284;High;1
WQ01344;28.75;7.4;35.16;1.04;13.53;0.78;20.82;16.2396;0.4;89.125;18.475;61.886;0.294;0.1214;2.977;46.639;Low;1
WQ01345;30.29;6.54;33.95;39.59;14.19;0.71;16.03;11.3813;0.46;51.059;47.604;128.689;0.482;0.342;6.53;95.32;Low;1
WQ01346;25;7.53;32.42;0.57;13.61;1.37;18.06;24.7422;0.53;41.512;47.342;166.24;0.213;0.4484;6.356;32.533;Low;1
WQ01347;21.51;7.21;38.21;3.31;14.43;3.06;18.48;56.5488;0.21;44.525;7.672;199.618;0.505;0.3787;1.262;28.204;Medium;1
WQ01348;10.19;8.73;35.92;36.14;13.1;0;25.71;0;1.73;118.518;9.277;;0.428;0.4182;9.152;16.963;Low;1
WQ01349;19.22;7;31.65;43.21;7.51;9.79;35.86;351.0694;0;4.813;43.202;112.385;1.107;0.3918;4.875;39.258;Low;0
WQ01350;13.31;6.85;33.87;40.19;4.94;17.42;62.05;1080.911;0.15;104.044;19.942;40.299;1.056;0.4897;2.354;18.286;Medium;0
WQ01351;31.27;6.8;38.19;18.3;0.34;21.01;92.16;1936.2816;0.2;69.441;0.717;136.926;1.433;0.3801;3.42;13.863;High;0
WQ01352;16.01;8.02;38.79;27.79;7;7.68;42.82;328.8576;1.02;52.634;14.057;187.655;1.089;0.1091;8.729;85.75;Low;0
WQ01353;18.77;8.01;36.15;18.92;9.14;3.02;19.95;60.249;1.01;87.031;30.083;43.95;1.045;0.3968;4.14;5.359;High;1
WQ01354;23.22;6.58;34.98;8.16;11.33;0.93;17.26;16.0518;0.42;58.4;40.064;52.687;1.044;0.1644;5.839;71.111;Medium;1
WQ01355;28.8;8.02;39.97;44.71;7.82;5.81;21.23;123.3463;1.02;104.811;7.103;31.504;1.326;0.4979;9.503;20.337;High;1
WQ01356;28.98;7.97;30.09;15.15;7.42;10.76;45.59;490.5484;0.97;108.084;5.972;147.871;0.451;0.1915;6.691;1.27;Medium;1
WQ01357;18.82;8.31;37.68;38.73;1.82;20.96;90.9;1905.264;1.31;50.607;46.144;82.499;0.457;0.1499;6.919;79.535;Medium;0
WQ01358;29.95;6.67;30.5;6.81;10.98;1.69;24.5;41.405;0.33;;37.682;14.414;1.114;0.1234;2.861;70.258;High;1
WQ01359;30.89;6.65;37.22;43.84;5.48;12.95;70.57;913.8815;0.35;71.082;29.694;175.24;0.351;0.331;6.849;33.496;High;0
WQ01360;30.2;7.93;36.42;6.93;4.99;14.58;72.27;1053.6966;0.93;109.484;38.575;112.419;1.369;0.0591;4.241;8.025;Low;0
WQ01361;29.62;7.1;39.44;41.51;1.31;;94.7;2090.029;0.1;25.279;21.728;67.557;0.807;0.477;9.155;36.131;Medium;0
WQ01362;29.73;6.928261217;34.8;11.79;1.82;19.13;88.34;1689.9442;1.16;74.756;38.044;70.109;0.457;0.1507;1.731;18.215;High;0
WQ01363;;6.59;35.01;41.24;4.75;13.27;59.52;789.8304;0.41;75.787;18.904;59.47;1.166;0.1512;3.214;93.257;Low;0
WQ01364;30.45;7.69;34.03;47.76;5.67;14.3;66.76;954.668;0.69;87.974;12.583;92.185;0.475;0.0278;1.127;53.009;Medium;0
WQ01365;29.23;7.96;38.61;29.91;6.84;7.48;44.11;329.9428;0.96;15.788;36.586;68.734;1.445;0.1268;4.119;96.388;Low;1
WQ01366;30.79;7.53;30.8;9.83;1.36;19.04;79.98;1522.8192;0.53;85.899;21.274;110.493;1.475;0.2124;1.91;35.196;Low;0
WQ01367;10.53;6.76;39.55;6.73;4.7;12.55;72.29;907.2395;0.24;109.084;49.078;155.156;1.004;0.188;8.529;55.691;Medium;0
WQ01368;24.68;6.63;30.04;4.86;15.68;4.4;10;44;0.37;21.562;17.8;135.543;0.179;0.1401;9.288;19.093;Low;1
WQ01369;30.68;7.37;37.86;29.59;13.06;1.76;28.7;50.512;0.37;28.505;46.126;60.302;0.402;0.0252;6.86;80.862;High;1
WQ01370;25.71;8.36;38.63;6.41;2.47;22.44;78.27;1756.3788;1.36;116.567;46.682;106.691;0.778;0.1538;1.482;4.206;Low;0
WQ01371;24.8;6.79;36.21;40.63;0.7;19.47;82.7;1610.169;0.21;21.717;12.472;168.345;1.279;0.3903;3.745;69.592;Low;0
WQ01372;11.25;8.31;37.87;10.27;2.38;18.62;82.36;1533.5432;1.31;102.526;40.012;15.505;0.285;0.2222;9.663;39.227;Medium;0
WQ01373;13.76;8.66;34.22;32.35;2.09;;88.26;2061.7536;1.66;59.073;21.937;17.503;0.166;0.1489;1.795;57.884;High;0
WQ01374;24.94;7.75;31.32;47.36;4.5;15.07;66.02;994.9214;0.75;29.668;45.917;112.122;0.121;0.1559;5.787;59.267;High;0
WQ01375;29.64;8.08;30.96;47.38;3.2;17.22;79.14;1362.7908;1.08;104.49;22.781;128.545;0.765;0.2794;3.853;71.108;High;0
WQ01376;22.64;8.65;32.72;21.36;0;21.74;82.96;1803.5504;1.65;53.437;37.343;43.86;1.328;0.1546;9.992;20.506;High;0
WQ01377;13.26;7.22;38.48;43.73;0.56;20.26;88.96;1802.3296;0.22;61.778;23.615;149.554;0.073;0.3172;3.211;53.185;Low;0
WQ01378;13.39;7.77;35.42;38.21;13.49;1.13;12.05;13.6165;0.77;;11.776;129.96;0.326;0.4948;0.954;42.75;High;1
WQ01379;11.7;7.29;36.87;25.18;9.12;6.19;24.38;150.9122;0.29;71.154;10.368;184.811;1.043;0.0254;7.171;28.29;High;1
WQ01380;29.84;6.61;32.59;11.35;1.85;22.25;72.32;1609.12;0.39;19.623;21.559;35.453;1.241;0.0885;3.604;49.623;Medium;0
WQ01381;10;8.64;35.5;31.21;13.8;2.42;18.01;43.5842;1.64;46.93;37.897;150.772;1.213;0.0937;6.747;95.206;High;1
WQ01382;17.07;7.27;38.1;44.56;3.55;21.73;78.25;1700.3725;0.27;;30.451;18.561;1.18;0.2263;1.494;94.894;Medium;0
WQ01383;15.79;6.69;37.12;2.96;0.22;19.04;93.37;1777.7648;0.31;30.976;34.587;113.928;0.203;0.0255;5.469;27.954;High;0
WQ01384;;6.83;33.5;17.65;11.52;2.94;20.04;58.9176;0.17;78.808;14.475;111.275;0.602;0.2414;4.065;88.432;Low;1
WQ01385;;6.69;30.99;39.49;1.97;25;97.51;2437.75;0.31;39.023;24.331;78.9;1.477;0.4648;5.599;87.688;High;0
WQ01386;29.2;8.68;39.22;13.06;1.02;20.47;97.83;2002.5801;1.68;92.817;2.698;169.225;1.483;0.0107;8.608;25.034;Medium;0
WQ01387;30.37;8.14;30.64;29.21;0.45;19.55;70.97;1387.4635;1.14;15.705;40.968;2.865;0.908;0.1856;9.741;59.935;High;0
WQ01388;18.78;8.48;39.57;3.31;3.06;22.24;83.23;1851.0352;1.48;116.379;49.5;104.996;1.067;0.3816;7.655;87.007;Low;0
WQ01389;23.48;8.7;39.3;36.41;0.61;23.91;83.41;1994.3331;1.7;54.455;20.641;;1.427;0.0815;7.785;51.548;Medium;0
WQ01390;17.87;6.51;32;48.49;3.55;15.06;76.92;1158.4152;0.49;28.326;1.043;149.213;0.68;0.0434;5.525;37.04;Low;0
WQ01391;29.16;7.4;35.78;14.68;1.59;24.7;96.8;2390.96;0.4;8.82;8.905;10.527;0.214;0.3172;1.425;65.113;High;0
WQ01392;13.53;6.91;32.56;33.16;1.36;19.63;81.19;1593.7597;0.09;;32.8;166.648;1.007;0.0099;6.837;17.325;High;0
WQ01393;15.55;7.21;36.14;44.95;13.7;3.45;15.58;53.751;0.21;62.373;30.798;167.942;1.441;0.4019;1.904;16.257;Medium;1
WQ01394;15.85;7.06;39.77;2.41;0.45;20.85;91.76;1913.196;0.06;40.44;39.499;166.907;1.049;0.0381;2.834;83.281;Low;0
WQ01395;31.23;8.32;31.61;14;9.56;0.07;11.26;0.7882;1.32;99.466;13.067;32.209;1.207;0.2646;7.222;4.283;Low;1
WQ01396;18.62;8.58;35.6;22.79;10.53;6.59;24.1;158.819;1.58;51.707;38.3;126.82;0.64;0.3714;6.741;80.383;Medium;1
WQ01397;19.4;7.75;30.64;21.64;4.88;15.44;62.58;966.2352;0.75;29.846;34.555;4.845;0.154;0.1248;3.486;29.12;High;0
WQ01398;10.08;7.05;39.38;8.97;7.73;5.44;32.89;178.9216;0.05;;16.479;169.897;0.262;0.0563;7.834;48.364;High;1
WQ01399;19.72;6.88;31.84;10.51;10.18;1.85;20.32;37.592;0.12;84.813;27.502;145.149;1.474;0.0919;9.423;54.397;Low;1
WQ01400;27.04;7.98;35.3;2.58;14.88;3.41;20.51;69.9391;0.98;20.045;7.79;107.168;0.745;0.4281;5.68;76.73;Medium;1
